상당하다 유망 주군;;;상당한 유망 주군
자 자다 부탁드리다;;;자 잘 부탁드려 요
안녕;;;안녕
이치로;;;죠 이치로
똑바로 교복 입다;;;똑바로 교복 입어 라
신입 이;;;신입 이 냐
좋다 환영 하다;;;좋 아 환영한 다
내 신작 요리 먹다 볼;;;내 신작 요리 먹어 볼 래
아아 네;;;아아 네
이 리하 …;;;이 리하 여 …
당시 기숙사 가장 어리다 난;;;당시 기숙사 에서 가장 어렸 던 난
매번 선배 실험;;;매번 선배 의 실험 대로
잔뜩 농락 당하다;;;잔뜩 농락 당했 습니다
그리고 평생 사라지다 않다;;;그리고 평생 사라지 지 않 을
마음 상처 입다;;;마음 의 상처 를 입었 죠
잠깐;;;잠깐 만
외모 회상 변하다 없다;;;외모 가 회상 이랑 변함 없는 데요
뭐 옛날 스파이스;;;뭐 옛날 부터 스파이스 를
많이 섭취 하다 때문 이다 요;;;많이 섭취했 기 때문 일 까 요
미용 효과 있다 것 많다;;;미용 효과 가 있는 것 이 많고 요
와아 아버지 차다;;;와아 아버지 도 참
후배 상대로 지독 짓 하다;;;후배 를 상대로 지독 한 짓 을 했 네
안 그렇다 타도 코로;;;안 그래 타도 코로
저 …;;;저 …
그게;;;그게
카레 대해 가르침;;;카레 에 대해 가르침 을
받다 싶다 서요;;;받고 싶어 서요
그 쪽 여학생 라면;;;그 쪽 여학생 만이 라면
가르치다 수 있다;;;가르쳐 줄 수 있어 요
사이 바 선배 및 그 친족;;;사이 바 선배 및 그 친족
분과 하다 말 없다;;;분과 는 할 말 이 없 습니다
미안하다;;;미안해
애쓰다 온 손님 함부로 대하다;;;애써 온 손님 을 함부로 대해서
나다 너희 마찬가지;;;나도 너희 와 마찬가지 로
고등 부 학년 하야;;;고등 부 학년 인 하야 마다
여기 조수 맡다 있다;;;여기 서 조수 를 맡고 있지
와아;;;와아
세미나 들어가다 건;;;세미나 에 들어가는 건
보통 학년 아니다;;;보통 학년 부터 아닌 가
스파이스 다루다 것 외;;;스파이스 를 다루는 것 외 엔
아 무것 못 하다 여자;;;아 무것 도 못 하는 여자 니까
준 부르다 마;;;준 이라 부르 지 마
시오 밉다 교수 잖다;;;시오 미 교수 잖아
하얗다 군 내 조수 위치;;;하야 마 군 은 내 조수 의 위치 니까
제대로 그 대한 예의 갖추다 …;;;제대로 그 에 대한 예의 를 갖추고 …
준;;;준
오늘 물 주기 당번;;;오늘 의 물 주기 당번
까먹다;;;까먹 었 지
대신 내 주다;;;대신 내 가 줬 어
저번 주도 물주 기르다 까먹다;;;저번 주도 물주 기를 까먹 어서
귀중하다 스파이스;;;귀중한 스파이스 를
네 제 탓 이다 …;;;네 제 탓 입니 다 …
지난달 준 바람 맞힌;;;지난달 에 준 이 바람 맞힌
더 작아지다 있다;;;더 작아지 고 있어
NAME 군 저기 봐;;;NAME 군 저기 봐
오오 엄청나다 종류 스파이스;;;오오 엄청난 종류 의 스파이스 네
카리 파타 란 이름 스파이스;;;카리 파타 란 이름 의 스파이스 야
카레 리프 불리 기도 하다;;;카레 리프 라고 불리 기도 하지
앗 이 것 생 카레 리프;;;앗 이건 생 카레 리프
타도 코로 알다;;;타도 코로 아는 거야
응;;;응
카레 리프 묘목;;;카레 리프 의 묘목 은
겨울 나다 못 시들다 버리다;;;겨울 을 나지 못 하고 시들어 버리 기에
일본 말리다 게 유통 되다;;;일본 에서는 말린 게 유통 되 거든
에헤;;;에헤
생으로 거의 손 들어오다 않다;;;생으로 는 거의 손 에 들어오지 않는 데
열대 지역 원산지 스파이스;;;열대 지역 이 원산지 인 스파이스 를
국내 안정 적;;;국내 에서 안정 적 으로
재배 하다 방법 확립;;;재배 하는 방법 의 확립
장기 보존 법 발견;;;장기 보존 법 의 발견 이나
새롭다 향 밉다 성분 추출;;;새로운 향 미 성분 의 추출 도
속속 성공 거두다 있다;;;속속 성공 을 거두고 있지
에헤 보기 다르다;;;에헤 보기 와는 다르 게
대단하다 선생님;;;대단하시 네요 선생님
다 당신 칭찬 받다;;;다 당신 한테 칭찬 받아 도
기쁘다 않다 만요 …;;;기쁘 지 않지 만요 …
하지만 그렇다;;;하지만 그러 네요
스파이스 그만큼;;;스파이스 에는 그만큼
가능성 숨다 거;;;가능성 이 숨어 있 단 거 죠
애초 스파이스 란;;;애초 에 스파이스 란
향기;;;향기
맵다 맛;;;매운 맛
색;;;색
이 세 가지 작용 하다 것;;;이 세 가지 에 작용하는 것
조합 통해 상승 효과 탄생 하다;;;조합 을 통해 상승 효과 가 탄생하고
종류 늘리다;;;종류 를 늘릴 수 록
무턱 대고 조 하다;;;무턱 대고 조 합 하 다간
잡맛 나 경우 …;;;잡맛 이 나 는 경우 도 …
그리고 스파이스 살리다 데;;;그리고 스파이스 를 살리는 데 는
유지 작용 불가결 하다;;;유지 의 작용 이 불가결 하지
뭐 갑자기 본격 적 강의 …;;;뭐 야 갑자기 본격 적 인 강의 를 …
그리고 유지;;;그리고 유지 를
유화 상태 즉 …;;;유화 상태 로 즉 …
이렇게 되다 길어지다;;;이렇게 되 면 길어지는 데
뭐 실제 체험 해보다 게;;;뭐 실제 로 체험 해보는 게
응;;;응
먹다 가다;;;먹고 가
스파이스 심오 함 보이다;;;스파이스 의 심오 함 을 보여 주 지
우선 첫 번째;;;우선 첫 번째
닭고기 콜리 바타 카레;;;닭고기 콜리 바타 카레
아깝다 카레 리프 사용 하다 향 내다;;;아까 카레 리프 를 사용해서 향 을 냈 지
오오 진짜 맛있다;;;오오 진짜 맛있겠 다
뭐 이 것;;;뭐 야 이건
처음 강렬하다 카레 리프;;;처음 에 강렬한 카레 리프 의
향기 코 꿰뚫;;;향기 가 코 를 꿰뚫 고
그걸 쫓다 고추 양파;;;그걸 쫓 듯이 고추 와 양파 의
톡 쏘다 감칠맛 입속 퍼지다;;;톡 쏘는 감칠맛 이 입속 에 퍼진 다
생 카레 리프 말리다 리프;;;생 카레 리프 는 말린 리프 의
배 넘다 향기 발산 하다;;;배 가 넘는 향기 를 발산 하지
좋다 다음 요리;;;좋 아 다음 요리 다
청새치 연어 등;;;청새치 나 연어 등 의
희다 살 생선 사용 하다;;;흰 살 생선 을 사용한
고아 피쉬 카레;;;고아 피쉬 카레
;;;어라
같다 카레 두 개;;;같은 카레 가 두 개
사용 하다 건더기 스파이스;;;사용한 건더기 나 스파이스
종류 완전하다 똑같다;;;종류 는 완전히 똑같 지
그렇다;;;그래
코리앤더 프라이팬 볶다 것;;;코리앤더 를 프라이팬 으로 볶은 것
뭐;;;뭐
향 풍기 게 전혀 달라;;;향 이 풍기 는 게 전혀 달라
그 선생님 말 하다 게 이해 되다;;;그 선생님 이 말한 게 이해되 네
볶다 향신료 주축;;;볶은 향신료 를 주축 으로
식 자재 전체 풍 미가;;;식 자재 전체 의 풍 미가
완벽하다 어우러지 있다;;;완벽하게 어우러지 고 있어
마지막 이 거;;;마지막 은 이 거 다
똑같다 보이다;;;똑같 아 보이는 데
응 전혀 달라;;;응 전혀 달라
카레 리프 향기;;;카레 리프 의 향기 가
입안 퍼지다 맵다 맛;;;입안 에 퍼지는 매운 맛 의
힘 전혀 달라;;;힘 이 전혀 달라
훨씬 더 뚜렷 맛 돼다;;;훨씬 더 뚜렷 한 맛 이 됐 어
이 것 식자 재는;;;이 것 도 식자 재는
하나 더 하다 않다;;;하나 도 더하지 않았 어
수프 스톡 대신;;;수프 스톡 대신 에
그냥 물 끓이다;;;그냥 물 로 끓였 지
물;;;물
준 강의 응용 거지;;;준 의 강의 를 응용 한 거지
풍 미라 건 많다 종류 섞다;;;풍 미라 는 건 많은 종류 가 섞 일수록
이 것 그 반대;;;이건 그 반대
스톡 풍 밉다 일부러 제거 하다;;;스톡 의 풍 미 를 일부러 제거함 으로써
스파이스 강렬하다;;;스파이스 의 강렬함 을
한결 더 하다 카레 거지;;;한결 더한 카레 라는 거지
그렇다 짓 하다 보통;;;그런 짓 을 했 다간 보통 은
그런데 분명하다 느껴지다;;;그런데 분명하게 느껴지는
이 높다 향;;;이 높은 향 에
관통 당 버리다;;;관통 당 해 버려
이 녀석 요리 하다 중;;;이 녀석 요리하는 중 에
냄비 전혀 보지 않다;;;냄비 를 전혀 보지 않았 어
펜넬 향 풍기 군;;;펜넬 의 향 이 풍기 는 군
가열 완료 앞 초;;;가열 완료 까지 앞 으로 초
코코넛 페이스 트;;;코코넛 페이스 트 의
풍 미가 배일 때;;;풍 미가 배일 때 까지
앞 초;;;앞 으로 초
스파이스 향기;;;스파이스 의 향기 만으로
말 하다;;;말했 지
그 여자 내 필요하다;;;그 여자 에겐 내 가 필요하거 든
준 세운 이론;;;준 이 세운 이론 을
실제 조리 승화 시키다;;;실제 조리 로 승화 시키는
그것 이 곳 내 역할 이지;;;그것 이 이 곳 에서의 내 역할 이지
실천 요리사;;;실천 요리사
예선 주제 들다 때;;;예선 주제 를 들었 을 때 는
하필 이면 카레 요리;;;하필 이면 카레 요리 라니
당신 가을 선발;;;당신 도 가을 선발 에
너 같다 A 블록 이지;;;너 와 같은 A 블록 이지
유키 히 NAME;;;유키 히 라 NAME
;;;어라
내 이름 말 하다;;;내 가 이름 을 말했 었 나
어이 어이;;;어이 어이
네 이름 모르다 녀석 없다;;;네 이름 을 모르는 녀석 은 없겠 지
네 요리 재밌다;;;네 요리 재밌어
제한 되다 상황;;;제한된 상황 에서도
하지만 그것;;;하지만 그것 만으로는
NAME 정상 닿다 않다;;;NAME 의 정상 에는 닿지 않아
우선 처음 와 닿다 것;;;우선 처음 와 닿는 것
씹다 넘기다 뒤 감다 것;;;씹고 넘긴 뒤 에도 감도 는 것
그것 향기;;;그것 이 향기
요리 제패 하다 자다;;;요리 를 제패 하는 자는
향 제패 하다 자;;;향 을 제패 하는 자
NAME 정상 차다 건;;;NAME 의 정상 을 차지 하 는 건
하얗다 아키라;;;하야 마 아키라
바로 나다;;;바로 나다
자다 먹다;;;이야 잘 먹었 다
진짜 맛있다 네 카레;;;진짜 맛있었 어 네 카레
다음 답례 하다;;;다음 에 답례 할 게
다음;;;다음
네 만들다 카레 더 맛있다 카레;;;네 가 만든 카레 보다 더 맛있는 카레
선발 무대 대접 하다;;;선발 무대 에서 대접할 게
아 …;;;아 …
카레 맛 날 꺾다;;;카레 맛 으로 날 꺾겠 다고
아무렇다 생각 안 들다;;;아무런 생각 도 안 들었 어
들다;;;들었 어
엄청나다;;;엄청났 지
뭐;;;뭐
내 만들다 수 없다 걸;;;내 가 만들 수 없는 걸
만들다 녀석 있다;;;만드는 녀석 이 있어
그렇다 거;;;그런 거
엄청나다 질투 거들다;;;엄청나게 질투 나 거든
아직 강의 도중 이다;;;아직 강의 도중 이었 는데
꽂혔 …;;;꽂혔 다 …
문고 리가 …;;;문고 리가 …
미안하다;;;미안해
유키 히 NAME;;;유키 히 라 NAME
응 …;;;응 …
카레 마주 달다 건;;;카레 와 마주 한 다는 건
향기 마주 달다 거지;;;향기 와 마주 한 다는 거지
게다가 내 코 특별하다;;;게다가 내 코 는 특별해서
하나;;;만에 하나 라도
네 승산 없다;;;네 게 승산 은 없어
은빛 나이프 봄 자다 다지다;;;은빛 나이프 로 봄 을 잘 게 다져 서
이렇다 시골 나 강하다 사람;;;이런 시골 에서 나 보다 강한 사람 을
경험치 모으다 레벨 올리다 하루하루;;;경험치 를 모아 레벨 을 올리는 하루하루
필살기 완성 돼다;;;필살기 도 완성 됐 지
하지만 아직 싸우다 수 없다;;;하지만 아직 싸울 수 없어
성장 하다 말다 삿짱;;;성장하지 말 아 줘 삿짱
애인 만들다 말다 삿짱;;;애인 을 만들 지 말 아 줘 삿짱
내 특별하다 존재;;;내 특별한 존재
감자 없애다 삿짱;;;감자 를 없애 줘 삿짱
삼겹살 조각 조각 삿짱;;;삼겹살 조각 조각 삿짱
양파 눈물 흘리다 말다 삿짱;;;양파 에 눈물 흘리 지 말 아 줘 삿짱
최강 남다 내 특별하다 존재;;;최강 으로 남아 줘 내 특별한 존재
세 세 섹시 카레;;;세 세 섹시 카레
세 세 섹시 카레;;;세 세 섹시 카레
아 죄송하다;;;아 죄송해 요
다음 화 식 극 NAME;;;다음 화 식 극 의 NAME
스무 접시 째 이다;;;스무 접시 째 입니 다
용다 숨다 하늘 승천 하다;;;용은 숨고 하늘 로 승천 한 다
아 죄송하다;;;아 죄송해 요
무슨 말 하다 하다;;;무슨 말 을 해야 하더 라
그게 그게 …;;;그게 그게 …
여름방학;;;여름방학
여름방학 …;;;여름방학 …
하얗다 군 카레 몇 개 보다;;;하야 마 군 의 카레 를 몇 개 봤 더니
조금 압도 당;;;조금 압도 당 해서
좋다;;;좋 아
선발 고작 개월 정도 …;;;선발 까지 고작 개월 정도 …
하얗다 군 같다 사람;;;하야 마 군 같은 사람 한테
대항 하다 수 있다 메뉴 구상 하다;;;대항 할 수 있는 메뉴 를 구상 하다 니
도저히 하루아침 못 따라가다;;;도저히 하루아침 에는 못 따라가
우리 식당;;;우리 식당 에서
어;;;어
아버지 솜씨 곁 보다 보다;;;아버지 솜씨 를 곁 에서 보다 보면
싫다 깨닫다 되다;;;싫어 도 깨닫 게 되 거든
내겐 부족하다 게 너무나 많다;;;내겐 부족한 게 너무나 많다 고
그런데 가게 신 메뉴 맡다;;;그런데 가게 신 메뉴 를 맡기 더라
엄청 초조하다;;;엄청 초조했 어
그때 아직 초등학교;;;그때 는 아직 초등학교
학년 이다;;;학년 이었 으니까
나다 그렇다 중압감 못 견디다;;;나 였 으면 그런 중압감 은 못 견뎌
그래도;;;그래도
부족하다 사실 겁 먹기 하다;;;부족하다 는 사실 겁 먹기 만 해서 는
영원하다 아 무것 못 내놓다;;;영원히 아 무것 도 못 내놔
내 지금 시점 뒤지다 건;;;내 가 지금 시점 에서 뒤진 건
전혀 문제 안 되다;;;전혀 문제 가 안 되 거든
가게 일도 요리 승부;;;가게 일도 요리 승부 도
절대 그만두다 수 없다;;;절대 그만둘 수 없으 니까
포기 하다 앞;;;포기하고 앞 으로
돌진 하다 수 없다;;;돌진 할 수 밖에 없잖 아
그리고 …;;;그리고 …
이번 주제;;;이번 주제 에서
스파이스 물론 중요하다;;;스파이스 도 물론 중요하지 만
그게 다가 아니다 것 같다;;;그게 다가 아닌 것 같아 서
가을 선발 주간;;;가을 선발 까지 주간
우리 뜨겁다;;;우리 의 뜨거운
여름 시작 돼다;;;여름 이 시작 됐 습니다
비 그치다 하늘 기다리다;;;비 가 그친 하늘 을 기다리는
이 고요함;;;이 고요함 을
갈라 버리다;;;갈라 버리 고
나아가다 시작 하다 나날 속;;;나아가기 시작한 나날 속 에
특별하다 사람 하늘 떠오르다;;;특별했 던 사람 이 하늘 에 떠오르 겠 지
단순하다 섞다 좋다 것 아니다;;;단순히 섞으 면 좋 은 것 도 아니 고
파우더 쓸다 생으로 쓸다;;;파우더 로 쓸 지 생으로 쓸 지
향 끌다 위 하다;;;향 을 끌어 내 기 위한
기름 조리법 선택;;;기름 이나 조리법 선택
사용 하다 식자 재의 궁합;;;사용할 식자 재의 궁합 도
확실하다 구상 하다 하니 …;;;확실하게 구상 해야 하니 …
돌아오다;;;돌아와
NAME 이이;;;NAME 이이이이이이이
스파이스 중요하다;;;스파이스 도 중요하지 만
그게 다가 아니다;;;그게 다가 아니 야
우리 덮다 밥연;;;우리 덮 밥연 에서
어디 특기 고급 고기;;;어디 특기 인 고급 고기 로
가볍다 본선 출전;;;가볍 게 본선 출전 을
확정 지다 니쿠미;;;확정 지어 줘 니쿠미
그러면 부비 대우 상승;;;그러면 부비 에 대우 도 상승
덮다 밥연 미래 걱정 없다;;;덮 밥연 의 미래 도 걱정 없다
어;;;어
내놓다 되다 게 아니다;;;내놓 으면 되는 게 아니 야
스파이스 조합;;;스파이스 와의 조합 을
확실하다 구상;;;확실히 구상 해서
그 맛 최대한 살리다;;;그 맛 을 최대한 살릴
카레 만들다;;;카레 를 만들어 야지
우리 덮다 밥연 위해 그렇게 까지 …;;;우리 덮 밥연 을 위해 그렇게 까지 …
니쿠미;;;니쿠미
그건 별 상관없다;;;그건 별 상관없 어
정말 이탈리아 안 갈다;;;정말 이탈리아 에 안 갈 거야
응;;;응
부모님 섭섭하다 하다;;;부모님 도 섭섭해 하시 겠 네
기대하다 단골 들;;;기대하던 단골 들 도
귀국 일정 조금 늦추다 뿐;;;귀국 일정 을 조금 늦출 뿐 이야
조금 더 혼자 모색 해보다;;;조금 만 더 혼자 모색 해보려 고
그렇다;;;그래
그렇다 힘내다;;;그럼 힘내 라
날 이기다 각오;;;날 이길 각오 로
응;;;응
하지만 내 이기다 울 마;;;하지만 내 가 이겨 도 울 지 마
형 게임 지다 하다 금세 울다;;;형 은 게임 에서 지 거나 하면 금세 우니 까
아니다 그건 초등학생 때 잖다;;;아니 그건 초등학생 때 잖아
이만 간다;;;이만 간다
아 형;;;아 형
응;;;응
여권 자다 챙기다;;;여권 은 잘 챙겼 어
혼자 탑승 수속 가능하다;;;혼자 탑승 수속 가능해
이륙 하다 전 화장실 다녀오다;;;이륙 하기 전 에 화장실 다녀와
다녀오다;;;다녀와
아무리 호 주방 장 딸;;;아무리 호 죠 주방 장 의 딸 이래도
여자 따위 주방;;;여자 따위 에게 주방 을
맡기다 수 있다;;;맡길 수 있겠 느냐
금세 쫓다;;;금세 쫓아 내 겠 어
맛있다;;;맛있다
미요 코 씨 요리;;;미요 코 씨 요리
그렇다;;;그래
이미 부문 장 맞먹다;;;이미 부문 장 과 맞먹 어
부문 장;;;부문 장
년 후;;;년 후
NAME 졸업 하다;;;NAME 를 졸업하면
이 주방 신세 지다;;;이 주방 에서 신세 지 겠 습니다
자다 부탁 하다 선배;;;잘 부탁해 요 선배
난 언젠가 굴 강하다 남자 들;;;난 언젠가 굴 강한 남자 들 이
북적 대 전장 들어가다;;;북적 대 는 전장 에 들어간 다
관록 필요하다;;;관록 이 필요해
않다 위 하다 절대 적 관록;;;않기 위한 절대 적 인 관록
우선 선발 우승;;;우선 은 선발 우승
그리고 NAME 십걸;;;그리고 NAME 십걸
제 석 자리;;;제 석 의 자리 도
반드시 쟁취 하다;;;반드시 쟁취 하겠 어
이 호 밉다 요코;;;이 호 죠 미 요코 가
교쿠세 기숙사 친구 들;;;교쿠세 이 기숙사 친구 들 은
고향 귀성 하다 시작 하다;;;고향 으로 귀성 하기 시작했 습니다
그리고;;;그리고
응;;;응
고향 식 자재 다양하다;;;고향 의 식 자재 와 다양한
그렇다;;;그래
열심히 해;;;열심히 해
응 NAME 군도;;;응 NAME 군도
당분간 학년 기숙 사생;;;당분간 학년 기숙 사생 은
혼자 남다 되다 …;;;혼자 만 남게 되는 데 …
뭐 그래도 지루하다 걱정 없다;;;뭐 그래도 지루할 걱정 은 없으 니
그렇다 나중 봐;;;그럼 나중 에 봐
응;;;응
선물 부탁 하다;;;선물 부탁해
응;;;응
선발 앞 주간 …;;;선발 까지 앞 으로 주간 …
이다;;;이 거야
이 맛 이 라면 이기다 수 있다;;;이 맛 이 라면 이길 수 있어
꼭;;;꼭
두다 봐;;;두고 봐
아 토 히 사코;;;아 라 토 히 사코
왜 그렇다 히 사코;;;왜 그래 히 사코
아 아니다;;;아 아니 요
왠지 조금 한기 …;;;왠지 조금 한기 가 …
어머 큰일;;;어머 큰일 이네
에리 님;;;에리 나 님
마음 쓰다 않다 …;;;마음 쓰 지 않으 셔 도 …
아니다;;;아니 요
에리 님 조리 실;;;에리 나 님 의 조리 실 을
빌리다 것 충분하다;;;빌려 주 신 것 만으로 충분해 요
차다;;;차는
차 타다;;;차 를 타 줄 까
아니다 저 …;;;아니 저 …
정말 괜찮다 …;;;정말 괜찮 으니 …
에리 나다 차다;;;에리 나도 참
역시 한가하다 주체 하다 못 하다;;;역시 한가함 을 주체 하지 못 하네
뭐 나다 만들다 대충 정해지다;;;뭐 나도 만들 건 대충 정해져 서
한가하다;;;한가하지 만
저 아가씨;;;저 아가씨
저 카레 시험 해보다 싶다;;;저 도 카레 시험 해보고 싶은 데요
안 돼다;;;안 돼
나 놀다;;;나 랑 놀아 줘 야지
오;;;오
응;;;응
NAME 아니다;;;NAME 아니 야
다 들다 오랜만;;;다 들 오랜만
들다;;;들었 데 이
과연 우리 희망 별 이 데이;;;과연 우리 희망 의 별 이 데이
정말 그만두다 레이;;;정말 그만두 레이
NAME;;;NAME
어서 오다;;;어서 오 렴
엄마;;;엄마
돕다 것 오랜만;;;돕는 것 도 오랜만 이네
더 솜씨 좋아지다 거 아니다;;;더 솜씨 가 좋아진 거 아니 야
나 같다 건 아직 멀다;;;나 같은 건 아직 멀었 어
실패 하다 …;;;실패 만 해서 …
합숙 때 NAME 군 …;;;합숙 때 도 NAME 군 에게 …
뭐;;;뭐 야
결국 남자 도움 받다 거;;;결국 남자 의 도움 만 받았 다는 거 냐
착각 이다;;;착각 이었 군
호 양 말 대로;;;호 죠 양 의 말 대로 야
난 늘 도움 받다 있다;;;난 늘 도움 만 받고 있어
하지만 선발;;;하지만 선발 에서는
혼자 싸우다 해;;;혼자 싸워 야만 해
난 대체 뭘 하다 수 있다;;;난 대체 뭘 할 수 있 을까
NAME 군;;;NAME 군
밤새다;;;밤샜 니
아 잇다 시키다 선배;;;아 잇 시키 선배
안녕하다;;;안녕하세 요
와아 시작 품 이렇게 많이 …;;;와아 시작 품 이 이렇게 많이 …
재밌다;;;재밌네
응 정말 재밌다 NAME 군;;;응 정말 재밌어 NAME 군
아니다;;;아니 요
지금 시작;;;지금 부터 시작 이에요
더 …;;;더 …
더 맛있다 …;;;더 맛있 …
하얗다 군;;;하야 마 군
응;;;응
이제 곧 완성;;;이제 곧 완성 이니까
비밀 병기 믹스 스파이스;;;비밀 병기 인 믹스 스파이스
안 돼다;;;안 돼
너무 집중 하다 간 몸 상해;;;너무 집중하다 간 몸 상해
자다 말 하다;;;잘 도 말하네
준 툭하면 밤새다;;;준 도 툭하면 밤새면 서
준 하다 마;;;준 이라고 하지 마
시오 밉다 교수 잖다;;;시오 미 교수 잖아
그리고 바닥 자다 버릇 고치다;;;그리고 바닥 에서 자는 버릇 고쳐
넌 꼬맹이 주제 무겁다;;;넌 꼬맹이 주제 에 무거 우 니까
앗;;;앗
거거 걱정 해주다;;;거거거 걱정 해줬 는데
하얗다 군 같다 건 지다 버리다;;;하야 마 군 같은 건 져 버려
안 지다;;;안 져
증명 하다;;;증명해 주 겠 어
하얗다 군 미안하다;;;하야 마 군 미안해
또 물 주기 깜빡;;;또 물 주기 깜빡 해서
미안하다 미안하다;;;미안해 미안해
사실 화나다;;;사실 은 화났 어
아아 역시 화나다;;;아아 역시 화났 어
커다랗다 회장;;;커다란 회장 이다
진짜 이렇다 데 요리 하나;;;진짜 이런 데 서 요리 하나
방학 어떻다;;;방학 은 어땠 어
응;;;응
내 나름 준비 하다 하다;;;내 나름 대로 준비하긴 했 는데
오랜만;;;오랜만 이야
건강하다 보이;;;건강해 보이 네
유키 히;;;유키 히 라도
컨디션 어떻다;;;컨디션 어때
뭐 그럭저럭;;;뭐 그럭저럭
아 니쿠미;;;아 니쿠미
아 안녕;;;아 안녕
같다 블록;;;같은 블록 이구나
가다;;;가 같이
바바 바보;;;바바바 바보 야
서로 적;;;서로 적 이라고
으 응;;;으 응
하지만 료 군;;;하지만 료 군 이
너 같다 블록;;;너 와 같은 블록 이니까
자다 부탁 하다;;;잘 부탁해
자 료 군;;;자 료 군
인사 하다;;;인사해
안녕;;;안녕
손끝 희미 하다;;;손끝 에 희미 하게
하얗다;;;하야 마
그렇다;;;그래
네 엄청 맛있다;;;네 게 엄청 맛있는
카레 맛보다 여주 싶다;;;카레 를 맛보 여주 고 싶어 서
유키 히;;;유키 히 라
오랜만;;;오랜만
다 다시 하다 번 말 하다 두마;;;다 다시 한 번 말해 두마
네 진정 라이벌 바로 나 …;;;네 진정 한 라이벌 은 바로 나 …
야 네 옆 있다 사람 누구;;;야 네 옆 에 있는 사람 은 누구 야
응;;;응
이 사미 잖다;;;이 사미 잖아
뭐 뭐;;;뭐 뭐 야
분명하다 이 사미 매년 더위 먹다;;;분명히 이 사미 는 매년 더위 먹으 면
살이 조금 빠지다 하지만;;;살이 조금 빠지 긴 하지만
이 더위 먹다 결과;;;이 게 더위 먹은 결과 야
이미 컨디션 좋아지다;;;이미 컨디션 은 좋아졌 으니까
괜찮다;;;괜찮 아
가을 겨울 걸치다 체형;;;가을 겨울 에 걸쳐 서 체형 도
원래 돌아가다;;;원래 대로 돌아가니 까
매 매년 그렇다;;;매 매년 그렇 구나
이 이 젠 알다;;;이 이 젠 알 겠 지
이 것 이 사미;;;이건 이 사미
그렇다 기분 새로이 하다;;;그럼 기분 을 새로이 해서
유키 히 …;;;유키 히 라 …
찾다 여러분;;;찾아 주 신 여러분
오래 기다리다 셨습니;;;오래 기다리 셨습니 다
전방 있다 무대 주목 해주다;;;전방 에 있는 무대 를 주목 해주세 요
어 뭐 뭐;;;어 뭐 야 뭐
아 미안;;;아 미안
나중 얘기 하다 되다;;;나중 에 얘기해도 될 까
NAME 센자에몬;;;NAME 센자에몬 께서
하다;;;하시 겠 습니다
NAME 센자에몬;;;NAME 센자에몬
시업 식 때 할아버지;;;시업 식 때 할아버지 네
초 총수 님;;;초 총수 님
여 염려 마르다;;;여 염려 마라
사레 들리다 뿐;;;사레 들렸 을 뿐 이다
이 자리 공기 들이마시다;;;이 자리 의 공기 를 들이마시 면
도 게 느껴지다;;;도 는 게 느껴지 지
아깝다 기침 하다;;;아까 기침 했 으면서
보다 회장 통칭 월 천 방;;;본 회장 은 통칭 월 천 의 방
본디 십걸 간 식 극;;;본디 십걸 간 의 식 극 에서만
역대 제 석 획득 자 경의 담다;;;역대 제 석 획득 자 에 경의 를 담아
오;;;오
정말;;;정말 이네
자다 보 도지 마 선배;;;잘 보 니까 도지 마 선배
그 사람 석 이다;;;그 사람 석 이었 나
숱 명승 부와 특별;;;숱 한 명승 부와 특별
요리 이 곳 탄생 하다;;;요리 가 이 곳 에서 탄생했 다
그렇다 이 곳 감 돌다 있다;;;그렇 기에 이 곳 에는 감 돌고 있지
앙금;;;앙금 처럼
면 히 이다 온 싸움 기억;;;면 면 히 이어 온 싸움 의 기억 이
그리고 가을 선발 본선;;;그리고 가을 선발 본선 은
이 곳 행해지다;;;이 곳 에서 행해지 지
즉 예선 돌파 학생;;;즉 예선 을 돌파 한 학생 만이
응 여기 겨룬다 건가;;;응 여기 서 겨룬다 는 건가
제군 이 곳;;;제군 은 이 곳 에
또 하나 새롭다;;;또 하나 의 새로운
역사 새기다 것;;;역사 를 새기는 것 이다
다시 이 곳 만나다;;;다시 이 곳 에서 만나자
제 기생 요리사 들;;;제 기생 요리사 들 이여
아 NAME;;;아 NAME
아깝다 얘기 뭐 이다;;;아까 얘기 는 뭐 였 어
이제 돼다;;;이제 됐 어
이어서 예선 설명 들어가다;;;이어서 예선 설명 에 들어가겠 습니다
서신 전달 하다 대로;;;서신 으로 전달한 대로
테마 카레 요리;;;테마 는 카레 요리
제한 시간 시간;;;제한 시간 은 시간
그리고 예선 출전 자;;;그리고 예선 출전 자
본선 토너먼트;;;본선 토너먼트 에
합계 명;;;합계 명
즉 각 블록 명 씩 되다;;;즉 각 블록 에서 명 씩 이 됩 니다
고작 그것 뿐;;;고작 그것 뿐 이야
단숨 그렇게 좁히다;;;단숨 에 그렇게 좁혀 지 나
추다 전자 들 서다 두다;;;출 전자 들 은 서 둘 러
가다;;;가자
해주다;;;해주겠 어
겁 먹다 보다 별수 없다;;;겁 먹어 봤 자 별수 없지
그렇다;;;그래
유키 히;;;유키 히 라
또 이 곳 …;;;또 이 곳 에서 …
응;;;응
A 블록 회장;;;A 블록 회장
어서 오십 시오;;;어서 오십 시오
조리 개시 오전 시라;;;조리 개시 는 오전 시라 고
말씀드리다 않다;;;말씀드렸 지 않 습니까
그거 …;;;그거 …
